@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE class {pop,metal,disco,blues,reggae,classical,rock,hiphop,country,jazz}

@DATA
0.098318,0.165595,3.172166,0.220311,0.237414,0.813100,0.009151,0.140629,-21.660678,1.624586,-0.000313,0.296858,0.035005,0.075102,-0.023073,0.246770,0.619340,0.166704,-0.084573,-0.290310,-0.071566,-0.196051,-0.037787,-0.029288,0.038513,-0.043453,0.010071,-0.053905,-0.006154,-0.049002,-0.049068,0.092692,-0.032659,-0.047560,0.070877,-0.052942,-0.017586,0.037804,-0.019277,0.020904,-0.022725,0.022932,0.017712,0.026582,0.005693,0.056564,0.003788,0.006250,0.003159,0.067541,0.000987,0.002983,0.009332,0.047886,0.021699,0.037168,0.036733,0.066510,0.122938,0.043557,0.029120,0.392182,0.004643,0.098686,0.929527,0.638335,0.543374,0.450685,0.364980,0.374582,0.353708,0.372706,0.403280,0.372689,0.328819,0.321009,0.284123,0.140827,0.179599,0.099999,0.119829,0.098116,0.091523,0.091306,0.079679,0.072171,0.064210,0.071481,0.070993,0.069351,0.059496,0.060435,0.053687,0.056620,0.038386,0.050495,0.041830,0.051036,0.040372,0.025917,0.009598,0.042602,0.004597,0.006572,0.003717,0.064368,0.001623,0.005641,0.011718,0.043394,0.025679,0.014607,pop
0.074681,0.017731,3.143938,0.165702,0.209276,0.551828,0.007636,0.096766,-24.264934,2.175461,-0.375881,0.254723,0.101413,0.287739,-0.127822,-0.069459,0.037072,0.214181,0.169441,0.011689,-0.000905,-0.270798,-0.116808,0.014043,-0.004292,-0.022793,-0.000489,0.033156,-0.028712,-0.010323,0.011869,0.007122,-0.034765,0.030289,-0.011384,-0.005393,-0.009638,0.019869,-0.030466,0.021575,-0.001918,0.016178,-0.017513,0.022497,0.002697,0.050255,0.007332,0.024631,0.010831,0.035725,0.003612,0.009910,0.014926,0.028027,0.008507,0.026732,0.024350,0.010590,0.192879,0.042029,0.035483,0.268731,0.005732,0.044183,0.761055,0.493538,0.433219,0.348626,0.304969,0.291351,0.329278,0.260682,0.259965,0.289201,0.232215,0.227142,0.206373,0.087230,0.097856,0.059373,0.064548,0.053819,0.046617,0.048524,0.041524,0.042595,0.037969,0.037335,0.041504,0.035551,0.034579,0.038794,0.033158,0.031530,0.025822,0.025119,0.023349,0.024860,0.025199,0.016489,0.003309,0.032655,0.007881,0.021452,0.010047,0.031082,0.005545,0.011297,0.015073,0.025921,0.010468,0.009688,pop
0.206208,0.040920,3.118863,0.322920,0.260796,1.598721,0.006502,0.364307,-24.755468,0.528131,-0.334146,-0.022886,-0.010029,-0.211560,-0.035664,0.212024,0.411590,-0.046964,-0.121452,-0.098640,0.144175,0.065487,-0.108806,-0.002264,0.007416,-0.047745,-0.024165,-0.034160,0.025138,-0.019285,-0.021634,0.064841,0.009492,-0.019808,0.028408,0.005571,-0.033987,0.006351,0.011027,0.000269,-0.015343,0.001196,0.022973,0.011304,0.010572,0.023120,0.006389,0.012519,0.005289,0.044335,0.002445,0.002578,0.005050,0.013823,0.010073,0.021075,0.097412,0.033758,0.267558,0.070999,0.026907,0.494496,0.003839,0.183430,1.968109,0.762788,0.508882,0.460805,0.337788,0.324971,0.329359,0.367975,0.335472,0.314488,0.292953,0.291970,0.218686,0.126921,0.130549,0.071959,0.096774,0.065561,0.058147,0.051603,0.049067,0.062478,0.056901,0.053633,0.042030,0.043024,0.051961,0.044014,0.037420,0.031368,0.028985,0.026434,0.026181,0.029911,0.025385,0.014581,0.016143,0.022137,0.008244,0.015354,0.007375,0.054777,0.003951,0.003678,0.006861,0.017249,0.011637,0.016477,pop
0.100269,0.023916,3.151354,0.224042,0.241985,0.872585,0.007288,0.164471,-24.694199,1.927552,-0.029985,0.163443,-0.250725,0.116010,-0.137861,0.085846,0.218652,0.022175,-0.010771,-0.086693,-0.054412,-0.159469,-0.053137,0.033562,-0.065223,0.036841,0.014614,-0.009996,-0.015350,-0.017308,-0.023260,0.039789,-0.002521,-0.002523,0.021741,-0.013344,-0.000870,0.002206,-0.011515,0.013784,-0.011146,0.004714,-0.005508,0.021537,0.010668,0.062640,0.012805,0.017155,0.009783,0.018955,0.001674,0.007122,0.015345,0.033524,0.013046,0.031815,0.050255,0.024804,0.208743,0.051914,0.024457,0.475626,0.005844,0.122459,1.357256,0.533588,0.376187,0.374239,0.283156,0.256882,0.267356,0.267656,0.262137,0.244706,0.244356,0.228831,0.219282,0.099433,0.078847,0.084033,0.059563,0.043070,0.046249,0.040386,0.040974,0.037204,0.039494,0.035359,0.038268,0.035184,0.035006,0.032044,0.033426,0.028611,0.027233,0.026326,0.025068,0.022036,0.020313,0.021319,0.012345,0.047761,0.013299,0.017572,0.010582,0.020371,0.002439,0.009302,0.015569,0.029198,0.014550,0.014673,pop
0.099832,0.065901,3.135793,0.249887,0.286519,0.675998,0.007163,0.152922,-23.363811,2.520670,0.106168,0.434032,0.237270,0.223442,0.044234,-0.167510,-0.021858,0.039860,0.198844,0.152817,0.049099,-0.341252,0.037287,-0.003289,0.033332,-0.022827,-0.006666,-0.019635,-0.024232,-0.029146,0.040651,-0.024005,-0.002514,0.027849,-0.027765,0.015617,0.013500,0.000413,-0.003099,0.019649,-0.005042,0.005259,-0.007130,0.011295,0.001425,0.078189,0.009215,0.022132,0.010403,0.067998,0.002911,0.009032,0.009290,0.046337,0.004000,0.034642,0.053547,0.041967,0.111660,0.074493,0.035090,0.442006,0.004680,0.166273,0.973011,0.515126,0.445755,0.311377,0.293950,0.269848,0.287275,0.250829,0.260057,0.278122,0.271556,0.253104,0.216547,0.112694,0.117278,0.069877,0.081367,0.066650,0.055804,0.054207,0.057968,0.051376,0.047649,0.046658,0.048812,0.045787,0.042881,0.043341,0.038919,0.033843,0.032196,0.028588,0.027846,0.026671,0.025003,0.014595,0.002019,0.046193,0.009622,0.015578,0.010606,0.052252,0.004743,0.010810,0.008594,0.026966,0.004642,0.013537,pop
0.191262,0.054490,3.070324,0.343829,0.295075,1.426834,0.006713,0.373131,-23.806939,1.307606,0.440552,0.189944,-0.070699,-0.028436,-0.086328,0.021768,0.044303,0.066885,0.124952,0.056055,0.038650,-0.072411,0.052039,-0.034452,-0.025990,-0.003386,0.006668,-0.035714,0.026676,-0.033638,0.002811,0.006879,0.001380,0.008216,-0.003759,-0.002405,-0.001362,0.005134,-0.011484,-0.000979,-0.005423,0.004312,0.001579,0.007669,0.002338,0.071840,0.009050,0.011846,0.008526,0.052680,0.001291,0.005166,0.008138,0.044612,0.010265,0.034906,0.109996,0.046882,0.227644,0.084802,0.026401,0.781425,0.004931,0.270836,1.351627,0.684190,0.508334,0.452962,0.403401,0.369284,0.375242,0.337442,0.353061,0.303906,0.301669,0.228754,0.196914,0.164865,0.158543,0.113847,0.100931,0.079086,0.057649,0.058282,0.050701,0.053719,0.048355,0.047491,0.047894,0.043070,0.040034,0.041806,0.034187,0.033435,0.026802,0.025226,0.025368,0.026161,0.026074,0.009458,0.003729,0.080765,0.011213,0.011717,0.010082,0.057122,0.001770,0.008347,0.008372,0.048147,0.013795,0.025254,pop
0.155356,0.073983,3.108569,0.287834,0.264975,1.269986,0.007344,0.292995,-22.860180,1.368638,0.066284,0.130881,-0.022369,-0.154983,-0.257234,-0.225432,0.049156,0.054731,0.252432,0.049044,-0.041440,-0.092276,-0.038901,0.019189,-0.044443,0.004846,-0.045574,-0.012675,0.004342,-0.059315,0.029292,0.013523,-0.019167,0.031080,-0.020960,-0.012731,0.012581,-0.008605,-0.022638,0.010166,-0.001873,0.007692,-0.009694,0.007906,0.003974,0.039407,0.010510,0.016435,0.011010,0.042821,0.003304,0.008515,0.019841,0.041850,0.003261,0.027473,0.095409,0.078219,0.228155,0.086619,0.035405,0.603574,0.005696,0.213706,1.417391,0.621161,0.665626,0.627024,0.366439,0.416226,0.353608,0.359557,0.338439,0.309798,0.308827,0.263916,0.245402,0.171917,0.171803,0.142597,0.116174,0.076995,0.072149,0.060268,0.056493,0.053781,0.053692,0.047334,0.048643,0.044562,0.051062,0.050042,0.043536,0.038649,0.036721,0.029444,0.028771,0.024863,0.029073,0.010419,0.005812,0.036892,0.016310,0.022271,0.014521,0.045928,0.005507,0.012118,0.020225,0.044126,0.003926,0.015107,pop
0.095575,0.051016,3.083235,0.211382,0.229217,0.868501,0.007532,0.149123,-22.697279,1.615508,0.433094,0.234760,0.097687,0.249443,0.046087,0.182938,0.043366,0.094056,0.050675,0.113291,0.002671,-0.190513,0.057533,-0.070522,-0.025345,-0.040191,0.019153,0.000523,-0.001481,0.002378,-0.020757,0.006608,-0.012258,0.004304,-0.004268,0.000829,0.014037,-0.011972,0.006455,-0.004255,0.000614,0.003605,-0.015052,0.009108,0.002229,0.071182,0.009041,0.026799,0.005164,0.083596,0.001764,0.006799,0.019718,0.031086,0.002607,0.036474,0.051170,0.039184,0.170307,0.047061,0.022136,0.558936,0.004804,0.111355,1.165946,0.577750,0.352188,0.304226,0.325058,0.250168,0.242301,0.229314,0.215677,0.203604,0.218169,0.199549,0.179037,0.139322,0.104565,0.056902,0.072155,0.065772,0.046910,0.047986,0.050963,0.046640,0.041792,0.040109,0.037169,0.038635,0.030714,0.028860,0.028622,0.026897,0.027514,0.023417,0.020439,0.020154,0.020548,0.010786,0.003182,0.059425,0.008727,0.025388,0.004735,0.077880,0.002080,0.007022,0.017618,0.023610,0.002910,0.019948,pop
0.136573,0.040704,3.105994,0.279759,0.272624,1.154047,0.007909,0.253572,-24.686492,1.531635,-0.062286,-0.149727,-0.033495,-0.099662,-0.083078,0.049597,-0.079507,-0.087268,-0.062057,-0.028298,-0.025134,-0.099440,-0.008804,0.021307,-0.023530,-0.038738,0.009287,-0.019109,0.025830,-0.017954,0.006459,-0.014478,0.029441,-0.015169,0.013971,-0.002742,-0.002235,0.007257,-0.010263,0.000565,-0.009933,0.006151,0.003865,0.011561,0.016439,0.060556,0.007439,0.015595,0.012783,0.087429,0.001981,0.003565,0.005958,0.025485,0.004910,0.041481,0.067288,0.044777,0.223282,0.064618,0.026472,0.597541,0.007527,0.183082,1.527970,0.701236,0.590801,0.416106,0.351019,0.310613,0.291209,0.280987,0.292995,0.256650,0.253400,0.251033,0.228940,0.131870,0.129056,0.081266,0.076544,0.072644,0.059479,0.055438,0.046848,0.043640,0.037740,0.038955,0.031803,0.032542,0.031771,0.028623,0.028484,0.028983,0.023675,0.023629,0.022707,0.021891,0.019574,0.013287,0.014754,0.060877,0.008576,0.018887,0.013274,0.096004,0.002520,0.004367,0.007062,0.029226,0.007081,0.026536,pop
0.191262,0.054490,3.070324,0.343829,0.295075,1.426834,0.006713,0.373131,-23.806939,1.307606,0.440552,0.189944,-0.070699,-0.028436,-0.086328,0.021768,0.044303,0.066885,0.124952,0.056055,0.038650,-0.072411,0.052039,-0.034452,-0.025990,-0.003386,0.006668,-0.035714,0.026676,-0.033638,0.002811,0.006879,0.001380,0.008216,-0.003759,-0.002405,-0.001362,0.005134,-0.011484,-0.000979,-0.005423,0.004312,0.001579,0.007669,0.002338,0.071840,0.009050,0.011846,0.008526,0.052680,0.001291,0.005166,0.008138,0.044612,0.010265,0.034906,0.109996,0.046882,0.227644,0.084802,0.026401,0.781425,0.004931,0.270836,1.351627,0.684190,0.508334,0.452962,0.403401,0.369284,0.375242,0.337442,0.353061,0.303906,0.301669,0.228754,0.196914,0.164865,0.158543,0.113847,0.100931,0.079086,0.057649,0.058282,0.050701,0.053719,0.048355,0.047491,0.047894,0.043070,0.040034,0.041806,0.034187,0.033435,0.026802,0.025226,0.025368,0.026161,0.026074,0.009458,0.003729,0.080765,0.011213,0.011717,0.010082,0.057122,0.001770,0.008347,0.008372,0.048147,0.013795,0.025254,pop
0.131821,0.059877,3.183979,0.233327,0.233320,1.282225,0.004403,0.214008,-21.522433,1.131396,-0.371470,0.283464,-0.007358,-0.011441,-0.072023,0.168343,0.107533,0.032635,0.059005,0.080049,0.098490,-0.094513,-0.173692,-0.012445,-0.004818,-0.017207,-0.020815,-0.013446,0.019887,-0.017825,-0.017185,0.026139,-0.010751,0.011306,-0.017376,0.016361,-0.015906,0.019036,-0.000920,0.000645,-0.021876,0.018737,-0.004780,0.010548,0.005173,0.029500,0.009037,0.019995,0.006939,0.026708,0.003021,0.006589,0.009618,0.030085,0.011185,0.016067,0.038622,0.025463,0.128029,0.041685,0.029407,0.381450,0.002216,0.083302,0.898568,0.483915,0.424456,0.358379,0.314220,0.253407,0.243548,0.214844,0.242866,0.221732,0.219575,0.204025,0.173865,0.124593,0.101919,0.079935,0.078184,0.062996,0.050976,0.043775,0.043454,0.045715,0.039548,0.042082,0.039245,0.037972,0.037536,0.036214,0.037478,0.029605,0.026021,0.026718,0.026507,0.027399,0.023894,0.008412,0.004946,0.025190,0.007583,0.016680,0.006137,0.022788,0.003395,0.005971,0.007475,0.025766,0.011434,0.009294,pop
0.162075,0.076775,3.168549,0.322898,0.297242,1.316845,0.005220,0.329985,-22.623048,1.657400,0.139567,0.330901,0.197952,-0.110426,-0.137861,-0.082279,-0.004998,0.109344,0.174102,0.035986,0.012138,-0.164201,0.004053,-0.004348,0.032794,-0.018101,-0.032341,-0.021354,0.034756,-0.052797,0.034929,-0.010539,-0.000020,0.016526,-0.001779,-0.015431,0.011491,0.000079,-0.012103,0.003000,-0.000818,0.009836,0.000860,0.013662,0.003461,0.079688,0.007437,0.010092,0.010757,0.074106,0.002836,0.004661,0.016984,0.031598,0.002783,0.038912,0.077921,0.037806,0.128007,0.075048,0.027903,0.584656,0.004469,0.235798,0.992457,0.539389,0.395995,0.360838,0.269139,0.275432,0.264530,0.282850,0.258596,0.263799,0.270172,0.243915,0.195454,0.120742,0.106040,0.067888,0.082085,0.066221,0.060051,0.055762,0.059904,0.057044,0.052204,0.047114,0.048565,0.042979,0.046179,0.044188,0.036910,0.034364,0.033336,0.028945,0.028247,0.025770,0.025205,0.015068,0.003739,0.058067,0.008497,0.009689,0.009760,0.066208,0.003451,0.006462,0.016918,0.030904,0.003861,0.018804,pop
0.131046,0.065346,3.091882,0.295443,0.300032,0.759448,0.008857,0.198817,-24.354691,2.267251,0.084733,-0.046223,-0.058250,0.158971,-0.165708,-0.181918,-0.007154,0.145853,0.089340,0.080789,0.065704,-0.243686,0.006416,0.054118,-0.046588,-0.010873,0.009795,-0.008240,-0.012304,-0.039478,0.031262,-0.016182,-0.021633,0.025358,-0.002110,0.009654,-0.000118,0.001124,-0.013983,0.005132,0.006443,0.003919,0.003260,0.008825,0.003936,0.061608,0.027929,0.025273,0.014646,0.062870,0.002971,0.008542,0.017169,0.026680,0.003646,0.036886,0.096209,0.097220,0.236391,0.096019,0.032506,0.512809,0.006274,0.232320,1.599677,0.554086,0.640702,0.487935,0.423280,0.366724,0.383980,0.331577,0.331296,0.356117,0.306725,0.265201,0.247665,0.138301,0.144215,0.107340,0.114065,0.086614,0.069105,0.059857,0.048955,0.054132,0.052971,0.050020,0.053034,0.043955,0.039366,0.041747,0.039914,0.037557,0.028428,0.026955,0.024274,0.026228,0.023971,0.009838,0.007129,0.063170,0.041230,0.026800,0.020224,0.062045,0.005144,0.012046,0.019257,0.028534,0.005976,0.017576,pop
0.159410,0.043020,3.100116,0.319189,0.287432,1.185795,0.006008,0.294392,-24.344705,1.815086,0.747202,0.101300,0.318783,0.062587,-0.066791,-0.103950,0.040640,0.105367,0.135414,0.090001,0.024295,-0.123878,0.132959,-0.010068,-0.037662,-0.036777,-0.042678,-0.009539,-0.014819,-0.033261,0.010652,0.001436,-0.021015,0.023244,-0.000667,-0.001071,0.017683,-0.006686,0.004506,-0.001836,0.007871,0.011083,0.005146,0.008310,0.001809,0.047780,0.010641,0.019835,0.011439,0.094308,0.001104,0.006664,0.018894,0.027966,0.002281,0.035969,0.087905,0.048676,0.240347,0.074932,0.026425,0.597766,0.004205,0.214257,1.367602,0.516322,0.500523,0.421614,0.319296,0.347568,0.296498,0.297874,0.272951,0.302571,0.288787,0.275661,0.246681,0.118437,0.121960,0.085413,0.091615,0.067626,0.065307,0.060340,0.057224,0.048499,0.048119,0.043391,0.049754,0.039267,0.038899,0.039121,0.038397,0.037323,0.030837,0.023898,0.025775,0.022095,0.027434,0.010087,0.002723,0.040144,0.014267,0.021701,0.015273,0.089266,0.001574,0.010324,0.020450,0.025631,0.003373,0.021543,pop
0.142973,0.068549,3.071912,0.307975,0.297809,1.072238,0.007373,0.248234,-23.433879,1.647348,0.488340,0.473509,0.215704,0.195156,0.182344,0.101229,0.134985,-0.056189,-0.116068,0.027027,0.014189,-0.175829,0.102493,-0.076668,0.055826,-0.035384,0.008103,-0.026019,0.007119,-0.011167,0.014479,-0.012484,0.022470,-0.029009,0.000364,0.019691,-0.017395,0.028921,-0.012945,-0.017953,0.005434,0.012371,0.000135,0.007351,0.002990,0.142376,0.012832,0.014921,0.006840,0.064955,0.001225,0.001627,0.011991,0.028765,0.002938,0.047111,0.079679,0.052877,0.248052,0.071392,0.029409,0.568638,0.005350,0.218775,1.309605,0.535474,0.482016,0.390865,0.283074,0.280487,0.258851,0.268981,0.271480,0.280982,0.259025,0.264099,0.271648,0.118303,0.110841,0.072687,0.086558,0.060842,0.056418,0.052024,0.054844,0.044019,0.046997,0.045927,0.054264,0.042340,0.042717,0.039473,0.039321,0.035880,0.040162,0.031838,0.030620,0.025647,0.022257,0.008625,0.004538,0.083014,0.019450,0.016248,0.007538,0.060946,0.001814,0.001915,0.011015,0.025076,0.004346,0.021435,pop
0.214214,0.069652,3.043049,0.354983,0.300520,1.610976,0.006127,0.433218,-23.570166,1.334730,0.313555,0.485294,0.252680,-0.012318,0.059616,0.043542,0.130691,0.113892,0.118019,-0.087195,0.012203,-0.062961,0.045592,-0.051624,0.034716,-0.020765,-0.047768,-0.029880,-0.009490,-0.023538,-0.013736,0.015721,-0.011611,0.009236,0.019960,-0.025121,0.014245,-0.004190,0.007539,0.002605,0.006606,0.009996,0.003285,0.010263,0.003377,0.065851,0.007476,0.009720,0.006375,0.065879,0.001666,0.004939,0.009600,0.020798,0.003605,0.028396,0.117380,0.079696,0.336429,0.094125,0.029187,0.767390,0.004749,0.294347,1.946693,0.729826,0.526054,0.399668,0.295660,0.298030,0.311496,0.297164,0.326637,0.306497,0.283222,0.239433,0.216790,0.158072,0.123119,0.088610,0.088283,0.075249,0.058141,0.068362,0.054446,0.053192,0.055071,0.049814,0.047837,0.044978,0.044500,0.041171,0.041633,0.033626,0.033786,0.030954,0.027427,0.028539,0.029915,0.012371,0.005192,0.055315,0.010803,0.012079,0.007172,0.062555,0.002186,0.007016,0.009147,0.019193,0.005454,0.019269,pop
0.142987,0.062922,3.074249,0.277254,0.267468,1.201185,0.008654,0.258524,-23.283875,1.528275,0.277653,0.162085,0.122388,0.149923,-0.055934,-0.026151,0.013457,0.025644,0.013186,-0.000193,-0.001487,-0.129526,0.042309,-0.024001,-0.024072,-0.039215,-0.024485,-0.010664,-0.030037,-0.037276,0.005241,-0.014919,0.000038,0.007840,0.000711,0.009324,-0.004196,0.008627,-0.009588,0.009082,-0.010406,0.003935,0.001060,0.018014,0.003542,0.065926,0.008035,0.012782,0.013780,0.070880,0.002096,0.003787,0.012534,0.026967,0.005113,0.034922,0.088818,0.065599,0.230859,0.076706,0.036588,0.719865,0.007199,0.199452,1.527088,0.726641,0.507662,0.474836,0.363739,0.318054,0.296064,0.292323,0.288700,0.307566,0.297435,0.281200,0.253303,0.184779,0.138317,0.101392,0.108161,0.081490,0.062925,0.057442,0.050142,0.058158,0.046391,0.047547,0.046996,0.046459,0.043435,0.037797,0.036560,0.034720,0.032846,0.029321,0.026163,0.024381,0.022941,0.021170,0.004983,0.063790,0.011702,0.014410,0.021577,0.081610,0.003102,0.004171,0.013005,0.033549,0.006731,0.022612,pop
0.073197,0.019547,3.098254,0.184016,0.223466,0.482659,0.009990,0.097075,-25.388826,2.513788,0.464893,0.320772,0.082004,0.131401,-0.065742,-0.048677,-0.043165,0.006832,0.025032,0.088466,0.130238,-0.264078,0.014702,0.006608,-0.072984,0.020821,-0.043991,0.015533,-0.031191,0.001910,-0.011074,0.015391,-0.020911,0.032566,-0.028862,0.031881,-0.021462,0.014333,-0.004794,-0.009464,-0.000084,0.006521,-0.004223,0.010266,0.001612,0.036627,0.032920,0.027161,0.028444,0.038105,0.002127,0.009936,0.019567,0.038037,0.002420,0.031272,0.049992,0.021597,0.234259,0.060084,0.035600,0.366845,0.007562,0.097733,1.921702,0.471609,0.388369,0.366292,0.281054,0.258115,0.235716,0.239698,0.252281,0.269377,0.267571,0.231467,0.208561,0.104100,0.081125,0.066602,0.062869,0.054175,0.042568,0.044149,0.042147,0.043599,0.041088,0.044901,0.044122,0.037524,0.031404,0.033559,0.033237,0.027522,0.023286,0.023631,0.018861,0.018851,0.019703,0.011844,0.002533,0.029946,0.033897,0.021569,0.037136,0.035971,0.003787,0.012505,0.017584,0.038595,0.003110,0.012018,pop
0.183209,0.056164,3.199073,0.295980,0.250482,1.737619,0.002962,0.366978,-22.094995,1.031276,0.892377,0.279704,0.373479,0.337694,0.064159,0.183219,0.038035,0.133718,0.114848,-0.024507,0.011827,-0.000040,0.130963,-0.097092,-0.030841,-0.052627,-0.028186,0.020846,-0.045387,0.011078,-0.056154,0.010725,-0.032450,0.023573,-0.016641,-0.006754,-0.006785,0.006246,-0.006386,-0.014126,-0.013421,0.010264,0.002691,0.011504,0.003056,0.046117,0.004322,0.025606,0.007127,0.041560,0.001389,0.002427,0.012650,0.035250,0.004388,0.023138,0.044065,0.017064,0.083358,0.039919,0.028378,0.384304,0.001296,0.109073,0.358687,0.298814,0.270983,0.219890,0.219751,0.211166,0.212840,0.203706,0.206716,0.189830,0.214862,0.209069,0.192233,0.076924,0.072187,0.051792,0.053134,0.045750,0.049992,0.044358,0.040080,0.042677,0.039629,0.038766,0.035599,0.036330,0.037399,0.034399,0.030549,0.027777,0.027739,0.028449,0.027344,0.023258,0.024263,0.010519,0.002515,0.037572,0.003887,0.018605,0.006050,0.027934,0.001192,0.002148,0.011688,0.025645,0.003997,0.009043,metal
0.153134,0.038058,3.139850,0.264976,0.241042,1.414593,0.003655,0.284658,-22.638120,1.093016,0.935081,0.392711,0.295672,0.179040,0.107919,0.118185,-0.042544,0.032184,-0.043411,0.142247,-0.012887,-0.066106,0.107217,-0.127052,-0.025767,-0.037367,-0.024222,0.034734,0.011309,0.031006,-0.005424,-0.000475,-0.013648,-0.011133,-0.018487,0.007364,0.002998,-0.012021,-0.002769,-0.013028,-0.013982,0.002564,0.002906,0.009059,0.002178,0.048320,0.009444,0.024945,0.009413,0.069854,0.001406,0.003603,0.013403,0.036696,0.002336,0.027734,0.036669,0.010091,0.113496,0.030642,0.014410,0.318050,0.001589,0.087891,0.421072,0.255176,0.248715,0.236106,0.232850,0.223072,0.193798,0.206482,0.199692,0.201982,0.195233,0.188872,0.173418,0.056312,0.057116,0.052147,0.051634,0.046262,0.047865,0.037286,0.038312,0.035835,0.034781,0.034796,0.035056,0.030799,0.031863,0.029495,0.027270,0.025485,0.022786,0.024954,0.023391,0.021081,0.020135,0.008156,0.002646,0.029672,0.008271,0.018770,0.008211,0.041432,0.001582,0.002906,0.010659,0.024239,0.002001,0.009354,metal
